IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2010-089,54.83026,-118.64722,Not Provided,2010-08-16T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Engineering and Planning
INC2010-084,45.26269,-65.98211,Not Provided,2010-08-03T00:00:00,2010,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,No,Not Available,"Defect and Deterioration,Equipment Failure",Engineering and Planning
INC2010-079,43.87391,-79.57983,100.0000,2010-07-25T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Maple Creek,Ontario,Natural Gas - Sweet,Gas,Operation,No,Not Available,"Defect and Deterioration,Equipment Failure,Incorrect Operation","Engineering and Planning,Maintenance"
INC2010-074,48.94621,-80.99467,3300.0000,2010-07-15T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Cochrane,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2010-073,45.625209,-73.543389,Not Provided,2010-07-14T00:00:00,2010,Release of Substance,Closed,Trans-Northern Pipelines Inc.,Montreal,Quebec,Jet Fuel,Liquid,Operation,Yes,Pipeline,"Corrosion and Cracking,Incorrect Operation",Standards and Procedures
INC2010-066,53.16727,-112.15003,0.5000,2010-07-08T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Vegreville,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Natural or Environmental Forces
INC2010-063,54.28494,-122.61215,Not Applicable,2010-06-24T00:00:00,2010,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Prince George,British Columbia,Not applicable,Not applicable,Operation,Yes,Compression,External Interference,Maintenance
INC2010-062,54.1326,-115.2362,Not Provided,2010-06-24T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Whitecourt,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Processing Plant,Defect and Deterioration,Maintenance
INC2010-061,52.13984,-109.80493,25.0000,2010-06-22T00:00:00,2010,Release of Substance,Closed,Enbridge Pipelines Inc.,Cactus Lake,Saskatchewan,Crude Oil - Sour,Liquid,Operation,Yes,Pigging,Equipment Failure,Inadequate Supervision
INC2010-060,50.28617,-102.95153,100.0000,2010-06-22T00:00:00,2010,"Fire,Release of Substance",Closed,TransCanada PipeLines Limited,Grenfell,Saskatchewan,Natural Gas - Sweet,Gas,Construction,No,Not Available,External Interference,Human Factors
INC2010-059,45.30724,-66.04254,Not Provided,2010-06-18T00:00:00,2010,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pumping,Incorrect Operation,Engineering and Planning
INC2010-058,54.83027,-118.64709,Not Provided,2010-06-16T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Engineering and Planning
INC2010-057,50.65773,-109.53719,Not Provided,2010-06-17T00:00:00,2010,Release of Substance,Closed,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Not specified,Saskatchewan,Mixed HVP Hydrocarbons,Gas,Operation,No,Not Available,Defect and Deterioration,Maintenance
INC2010-055,54.093481,-116.62138,0.1000,2010-06-03T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2010-054,50.57578,-108.36036,Not Provided,2010-05-28T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Pennant,Saskatchewan,Natural Gas - Sweet,Gas,Maintenance,Yes,Pipeline,Defect and Deterioration,Standards and Procedures
INC2010-053,50.69805,-111.53063,Not Provided,2010-05-27T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Brooks,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Processing Plant,Defect and Deterioration,"Engineering and Planning,Maintenance"
INC2010-052,50.04165,-99.66005,Not Provided,2010-05-25T00:00:00,2010,Release of Substance,Closed,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Brandon,Manitoba,Propane,Gas,Maintenance,No,Not Available,Defect and Deterioration,Maintenance
INC2010-051,57.19361,-118.20534,1.0000,2010-05-22T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Manning,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2010-050,51.943585,-114.736419,Not Applicable,2010-05-11T00:00:00,2010,Fire,Closed,NOVA Gas Transmission Ltd.,Sundre,Alberta,Not applicable,Not applicable,Maintenance,No,Not Available,"Incorrect Operation,Other Causes",Engineering and Planning
INC2010-048,44.04719,-78.00847,Not Applicable,2010-05-05T00:00:00,2010,Fire,Closed,TransCanada PipeLines Limited,Cobourg,Ontario,Not applicable,Not applicable,Maintenance,No,Not Available,External Interference,"Maintenance,Standards and Procedures,Tools and Equipment"
INC2010-047,48.64904,-80.69866,Not Provided,2010-05-05T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Not specified,Ontario,Natural Gas - Sweet,Gas,Maintenance,Yes,Pipeline,Corrosion and Cracking,"Engineering and Planning,Maintenance"
INC2010-045,43.18849,-79.8485,100.0000,2010-04-21T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Ancaster,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2010-044,55.56882,-121.94466,Not Provided,2010-04-21T00:00:00,2010,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Mixed HVP Hydrocarbons,Gas,Operation,Yes,Processing Plant,Equipment Failure,Standards and Procedures
INC2010-042,50.48051,-105.86728,Not Provided,2010-04-12T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Caronport,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2010-041,57.19166,-118.1942,Not Applicable,2010-03-27T00:00:00,2010,Fire,Closed,NOVA Gas Transmission Ltd.,Manning,Alberta,Not applicable,Not applicable,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2010-040,53.54756,-113.35559,Not Applicable,2010-03-26T00:00:00,2010,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Equipment Failure,"Inadequate Supervision,Standards and Procedures"
INC2010-034,43.406148,-79.735605,90.0000,2010-03-16T00:00:00,2010,Release of Substance,Closed,Trans-Northern Pipelines Inc.,Oakville,Ontario,Gasoline,Liquid,Operation,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2010-033,52.75419,-114.11969,Not Provided,2010-03-12T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Corrosion and Cracking,Maintenance
INC2010-032,54.34669,-116.87305,Not Provided,2010-03-03T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2010-029,45.624393,-73.639169,30.0000,2010-02-27T00:00:00,2010,Release of Substance,Closed,Trans-Northern Pipelines Inc.,Laval,Quebec,Gasoline,Liquid,Operation,No,Not Available,Equipment Failure,Maintenance
INC2010-028,53.54457,-113.35511,150.0000,2010-02-26T00:00:00,2010,Release of Substance,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,Defect and Deterioration,Maintenance
INC2010-025,44.68365,-75.62111,51.4000,2010-02-20T00:00:00,2010,Release of Substance,Closed,TransCanada PipeLines Limited,Belleville,Ontario,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2010-024,55.64998,-122.20708,Not Applicable,2010-02-19T00:00:00,2010,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Not applicable,Not applicable,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2010-022,56.14669,-120.66454,0.2500,2010-02-16T00:00:00,2010,Release of Substance,Closed,Provident Energy Pipeline Inc.,Taylor,British Columbia,Mixed HVP Hydrocarbons,Gas,Operation,Yes,Pipeline,Defect and Deterioration,Engineering and Planning
INC2010-021,54.95425,-119.19227,Not Provided,2010-02-12T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grovedale,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Engineering and Planning
INC2010-019,45.18676,-66.54595,300.0000,2010-02-12T00:00:00,2010,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,New River Beach,New Brunswick,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2010-018,55.04188,-121.01874,Not Provided,2010-02-09T00:00:00,2010,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Tumbler Ridge,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pigging,Equipment Failure,"Engineering and Planning,Maintenance"
INC2010-016,54.83034,-118.64722,Not Provided,2010-02-08T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2010-014,52.64172,-111.27087,Not Applicable,2010-02-01T00:00:00,2010,Fire,Closed,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Maintenance
INC2010-013,52.09768,-110.69846,Not Applicable,2010-02-01T00:00:00,2010,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,"External Interference,Incorrect Operation","Engineering and Planning,Failure in communication"
INC2010-012,55.88802,-112.12314,Not Provided,2010-01-31T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Defect and Deterioration,Maintenance
INC2010-009,43.46745,-79.68767,Not Applicable,2010-01-27T00:00:00,2010,Operation Beyond Design Limits,Closed,Trans-Northern Pipelines Inc.,Oakville,Ontario,Not applicable,Not applicable,Operation,No,Not Available,"Equipment Failure,External Interference","Engineering and Planning,Natural or Environmental Forces,Standards and Procedures"
INC2010-006,44.23202,-77.23148,Not Applicable,2010-01-18T00:00:00,2010,Fire,Closed,TransCanada PipeLines Limited,Belleville,Ontario,Not applicable,Not applicable,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2010-005,57.503,-116.45,Not Applicable,2010-01-16T00:00:00,2010,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,High Level,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,Equipment Failure,Engineering and Planning
INC2010-004,56.86338,-114.70979,Not Applicable,2010-01-08T00:00:00,2010,Adverse Environmental Effects,Closed,NOVA Gas Transmission Ltd.,Red Earth Creek,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,Incorrect Operation,Human Factors
INC2010-003,56.14638,-120.66917,33.0000,2010-01-09T00:00:00,2010,"Adverse Environmental Effects,Release of Substance",Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Contaminated Water,Miscellaneous,Operation,No,Not Available,To be determined,To be determined
INC2010-001,56.367553,-119.931713,125000.0000,2010-01-06T00:00:00,2010,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fort St. John,Alberta,Natural Gas - Sweet,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2009-155,49.18011,-97.938947,Not Applicable,2012-04-12T00:00:00,2012,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Winkler,Manitoba,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Standards and Procedures,Tools and Equipment"
INC2009-154,49.848471,-99.95009,Not Applicable,2012-04-12T00:00:00,2012,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Brandon,Manitoba,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Failure in communication,Human Factors"
INC2009-153,49.316926,-98.554895,Not Applicable,2012-04-12T00:00:00,2012,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Manitou,Manitoba,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Tools and Equipment"
INC2009-152,53.54740278,-113.3556944,Not Applicable,2010-11-11T00:00:00,2010,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Human Factors
INC2009-151,53.54740278,-113.3556944,Not Applicable,2010-11-11T00:00:00,2010,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Human Factors
INC2009-150,53.54740278,-113.3556944,Not Applicable,2010-11-11T00:00:00,2010,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Human Factors
INC2009-149,53.54740278,-113.3556944,Not Applicable,2010-11-11T00:00:00,2010,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Human Factors
INC2009-148,49.266235,-122.928102,Not Applicable,2010-12-06T00:00:00,2010,Serious Injury (CER or TSB),Closed,Trans Mountain Pipeline ULC,Burnaby,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,"External Interference,Incorrect Operation","Human Factors,Maintenance"
INC2009-147,58.44704,-119.22409,Not Applicable,2010-01-04T00:00:00,2010,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Maintenance
INC2009-145,54.54693,-114.79252,Not Provided,2009-12-17T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Topland,Alberta,Natural Gas - Sour,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2009-144,54.79071,-114.04358,Not Applicable,2009-12-17T00:00:00,2009,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Tieland,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,Inadequate Supervision
INC2009-143,55.56908,-121.94467,Not Provided,2009-12-17T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Sulphur Dioxide,Miscellaneous,Operation,No,Not Available,Equipment Failure,Maintenance
INC2009-141,51.85163,-114.07574,Not Applicable,2009-12-11T00:00:00,2009,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Olds,Alberta,Not applicable,Not applicable,Operation,No,Not Available,Incorrect Operation,Standards and Procedures
INC2009-140,53.10063,-115.3622,Not Applicable,2009-12-16T00:00:00,2009,Fire,Closed,NOVA Gas Transmission Ltd.,Drayton Valley,Alberta,Not applicable,Not applicable,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-139,49.3825,-121.36469,Not Applicable,2009-12-14T00:00:00,2009,Operation Beyond Design Limits,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hope,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,Inadequate Supervision
INC2009-137,45.37081,-74.12582,69.0000,2009-12-11T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Les Cedres,Quebec,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-136,49.238462,-115.855313,Not Provided,2009-12-10T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited B.C. System,Moyie,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-135,51.1967,-106.57472,Not Applicable,2009-12-10T00:00:00,2009,Fire,Closed,Enbridge Pipelines Inc.,Loreburn,Saskatchewan,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,To be determined
INC2009-134,53.271222,-109.943083,3.0000,2009-12-08T00:00:00,2009,Release of Substance,Closed,Husky Oil Limited,Lloydminster,Saskatchewan,Condensate,Liquid,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2009-133,49.10416,-97.93104,Not Applicable,2009-11-17T00:00:00,2009,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Winkler,Manitoba,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,"Inadequate Supervision,Standards and Procedures"
INC2009-132,59.63213,-123.09505,Not Applicable,2009-12-04T00:00:00,2009,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,External Interference,"Maintenance,Standards and Procedures"
INC2009-130,49.19043,-98.10794,Not Applicable,2009-10-17T00:00:00,2009,Serious Injury (CER or TSB),Closed,Enbridge Pipelines Inc.,Not specified,Manitoba,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,"Human Factors,Inadequate Supervision,Standards and Procedures"
INC2009-129,45.26269,-65.98211,0.1000,2009-11-23T00:00:00,2009,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Tools and Equipment
INC2009-128,46.02461,-64.22321,Not Provided,2009-11-18T00:00:00,2009,Release of Substance,Closed,Maritimes & Northeast Pipeline Management Ltd.,Sackville,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Maintenance
INC2009-126,56.03467,-117.96587,Not Provided,2009-11-04T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fairview,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-123,45.30706,-66.04267,Not Provided,2009-11-01T00:00:00,2009,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Maintenance,Yes,Metering,Defect and Deterioration,"Maintenance,Standards and Procedures"
INC2009-121,49.03334,-90.51047,100.0000,2009-10-29T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Upsala,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2009-120,54.0438,-117.42069,Not Provided,2009-10-23T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Edson,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,"Engineering and Planning,Maintenance"
INC2009-119,52.93029,-112.07347,Not Applicable,2009-10-22T00:00:00,2009,Fire,Closed,Enbridge Pipelines Inc.,Camrose,Alberta,Not applicable,Not applicable,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2009-118,51.66922,-111.89792,Not Provided,2009-10-20T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Hanna,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2009-115,54.89349,-120.66962,Not Provided,2009-10-16T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Tumbler Ridge,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pigging,External Interference,Maintenance
INC2009-113,45.16297,-75.37183,3.0000,2009-10-05T00:00:00,2009,Release of Substance,Closed,Trans-Northern Pipelines Inc.,Marionville,Ontario,Gasoline,Liquid,Operation,Yes,Pipeline,Corrosion and Cracking,"Engineering and Planning,Maintenance"
INC2009-112,43.59893,-79.776,Not Provided,2009-09-30T00:00:00,2009,"Fire,Release of Substance",Closed,2193914 Canada Limited,Brampton,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,External Interference,Inadequate Supervision
INC2009-111,50.29138341,-103.8103553,175.0000,2009-09-29T00:00:00,2009,Release of Substance,Closed,Enbridge Pipelines Inc.,Odessa,Saskatchewan,Crude Oil - Synthetic,Liquid,Operation,Yes,Pipeline,Corrosion and Cracking,Engineering and Planning
INC2009-109,46.89733,-79.80783,1430000.0000,2009-09-26T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Marten River,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Defect and Deterioration,"Engineering and Planning,Maintenance"
INC2009-107,50.04208,-99.65931,Not Applicable,2009-09-24T00:00:00,2009,Fire,Closed,TransCanada PipeLines Limited,Brookdale,Manitoba,Not applicable,Not applicable,Construction,Yes,Pipeline,Equipment Failure,Maintenance
INC2009-106,56.14625,-120.66917,68.0000,2009-09-23T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Natural Gas - Sour,Gas,Operation,No,Not Available,Equipment Failure,Maintenance
INC2009-105,49.544443,-99.320678,4.7500,2009-09-22T00:00:00,2009,Release of Substance,Closed,Enbridge Pipelines Inc.,Glenboro,Manitoba,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,Defect and Deterioration,"Inadequate Supervision,Standards and Procedures"
INC2009-104,53.96117,-116.46306,63000.0000,2009-09-20T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Not specified,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,External Interference,Maintenance
INC2009-103,49.68123,-95.37477,0.1000,2009-09-18T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Falcon Lake,Manitoba,Natural Gas - Sweet,Gas,Maintenance,Yes,Compression,Corrosion and Cracking,Maintenance
INC2009-102,56.36855,-119.92869,Not Provided,2009-09-18T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Fairview,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Defect and Deterioration,Maintenance
INC2009-101,52.93032,-112.07365,Not Applicable,2009-09-17T00:00:00,2009,Fire,Closed,Enbridge Pipelines Inc.,Strome,Alberta,Not applicable,Not applicable,Operation,Yes,Pumping,External Interference,Engineering and Planning
INC2009-100,43.87381,-79.58002,Not Applicable,2009-09-14T00:00:00,2009,Explosion,Closed,TransCanada PipeLines Limited,Maple,Ontario,Not applicable,Not applicable,Operation,Yes,Compression,External Interference,"Maintenance,Standards and Procedures"
INC2009-096,49.71929,-96.98281,Not Provided,2009-09-13T00:00:00,2009,Release of Substance,Closed,TransCanada PipeLines Limited,Ste. Anne,Manitoba,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,"Maintenance,Standards and Procedures"
INC2009-095,47.912847,-79.987089,3420000.0000,2009-09-12T00:00:00,2009,"Explosion,Fire,Release of Substance",Closed,TransCanada PipeLines Limited,Englehart,Ontario,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2009-092,53.54735,-113.35571,Not Applicable,2009-09-10T00:00:00,2009,Fire,Closed,Enbridge Pipelines Inc.,Edmonton,Alberta,Not applicable,Not applicable,Operation,Yes,Pumping,Equipment Failure,Maintenance
INC2009-090,54.8308,-118.64572,100.0000,2009-09-04T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Fuel Gas,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-089,50.74862,-120.8587,12.0000,2009-09-03T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Savona,British Columbia,Fuel Gas,Gas,Operation,Yes,Compression,Equipment Failure,Standards and Procedures
INC2009-088,50.65584,-109.90599,566.3000,2009-09-02T00:00:00,2009,Release of Substance,Closed,Foothills Pipe Lines Ltd.,Burstall,Saskatchewan,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2009-087,59.05953,-119.89276,10.0000,2009-09-02T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Zama Lake,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Tools and Equipment
INC2009-086,51.66911,-111.89811,0.5000,2009-09-02T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Hanna,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
INC2009-084,52.12922,-121.94289,Not Provided,2009-08-24T00:00:00,2009,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Williams Lake,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Corrosion and Cracking,Maintenance
INC2009-080,43.96006,-78.81933,Not Applicable,2009-08-11T00:00:00,2009,Fire,Closed,TransCanada PipeLines Limited,Bowmanville,Ontario,Not applicable,Not applicable,Maintenance,No,Not Available,Equipment Failure,Maintenance
INC2009-079,55.56925,-121.94466,Not Applicable,2009-08-11T00:00:00,2009,Operation Beyond Design Limits,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Not applicable,Not applicable,Operation,Yes,Compression,Equipment Failure,"Inadequate Supervision,Maintenance"
INC2009-078,42.97521,-82.40666,Not Applicable,2009-08-10T00:00:00,2009,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sarnia,Ontario,Not applicable,Not applicable,Operation,Yes,Storage,External Interference,Maintenance
INC2009-076,53.58571,-116.43392,2.9000,2009-08-04T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Edson,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Defect and Deterioration,Maintenance
INC2009-075,55.12549,-117.83828,40.0000,2009-07-31T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Maintenance
INC2009-072,56.83306,-122.36517,Not Applicable,2009-07-24T00:00:00,2009,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not specified,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,Equipment Failure,"Inadequate Supervision,Maintenance"
INC2009-068,49.62622,-114.51601,Not Provided,2009-07-21T00:00:00,2009,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Crowsnest Pass,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,"Defect and Deterioration,Equipment Failure","Inadequate Supervision,Maintenance,Tools and Equipment"
INC2009-067,45.26269,-65.98211,Not Provided,2009-07-20T00:00:00,2009,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Metering,Equipment Failure,Maintenance
