Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2011-115,45.45872,-67.02456,Non fourni,2011-08-04T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Fredericton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Construction,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2011-114,44.648901,-63.575335,934.0000,2011-08-04T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Halifax,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2011-109,45.37514774,-62.452671,113.0000,2011-07-22T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Caledonia,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2011-106,50.67653,-109.97885,Non fourni,2011-07-08T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Burstall,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,"Ingénierie et planification,Entretien"
INC2011-105,53.96088,-116.46033,Sans objet,2011-07-07T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Edson,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2011-104,52.24822,-113.61774,Non fourni,2011-06-30T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Red Deer,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Interférences extérieures,Entretien
INC2011-102,47.590212,-64.959858,Non fourni,2011-06-27T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Gaspereau,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2011-101,45.881317,-66.551169,Non fourni,2011-06-27T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Fredericton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2011-100,45.806186,-66.593942,Non fourni,2011-06-27T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2011-099,45.27811111,-66.0088056,Non fourni,2011-06-27T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,"Ingénierie et planification,Entretien"
INC2011-095,52.64129,-111.2708,Sans objet,2011-06-21T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,"Défectuosité et détérioration,Défaillance d’équipement",Entretien
INC2011-094,56.254,-120.716,0.0001,2011-06-17T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort St. John,Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Erreur d’exploitation,Entretien
INC2011-092,56.14635,-120.66936,3.6000,2011-06-09T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Ingénierie et planification
INC2011-090,55.81189,-120.86837,Sans objet,2011-06-07T00:00:00,Décès,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Dawson Creek,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Problème de communication
INC2011-089,45.30744,-66.04273,Non fourni,2011-06-06T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pompage,Défectuosité et détérioration,Entretien
INC2011-087,49.58317,-97.0036,Non fourni,2011-06-05T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Niverville,Manitoba,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2011-085,49.30721,-114.015,2.0000,2011-05-27T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Pincher Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Ingénierie et planification
INC2011-082,58.6533,-122.68493,Sans objet,2011-05-18T00:00:00,Blessure grave (Office ou BST),Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Autres causes,Facteurs humains
INC2011-075,45.72466,-73.69588,4.0000,2011-05-12T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Terrebonne,Québec,Pétrole brut non sulfureux,Liquide,Entretien,No,Non disponible,Erreur d’exploitation,Problème de communication
INC2011-074,62.70880556,-123.079889,259.0000,2011-05-09T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines (NW) Inc.,Wrigley,Territoires du Nord-Ouest,Pétrole brut non sulfureux,Liquide,Exploitation,Yes,Pipeline,Erreur d’exploitation,Ingénierie et planification
INC2011-073,53.60098,-116.46762,10.0000,2011-05-07T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Edson,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Forces de la nature,Entretien
INC2011-071,49.61136,-87.96157,50.0000,2011-05-03T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Beardmore,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2011-070,43.25556,-79.87348,Sans objet,2011-05-03T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Hamilton,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Comptage,Interférences extérieures,Entretien
INC2011-068,52.29327,-111.0907,Sans objet,2011-04-28T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Czar,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Défaillance d’équipement,"Entretien,Normes et procédures"
INC2011-067,50.67651,-109.97872,Non fourni,2011-04-25T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Burstall,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Ingénierie et planification
INC2011-066,55.28501,-121.65768,1300.0000,2011-04-26T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Normes et procédures
INC2011-065,53.60352778,-115.4963889,1.6000,2011-04-22T00:00:00,Déversement de substance,Fermé,Trans Mountain Pipeline ULC,Chip Lake,Alberta,Pétrole brut non sulfureux,Liquide,Exploitation,No,Non disponible,À déterminer,À déterminer
INC2011-064,59.06394,-118.84693,Non fourni,2011-04-21T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Zama Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
INC2011-063,49.72702,-92.58215,Non fourni,2011-04-17T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Wabigoon,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2011-061,49.10559503,-81.273875,Non fourni,2011-04-14T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Cochrane,Ontario,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Défectuosité et détérioration,Normes et procédures
INC2011-059,52.635343,-111.267485,Non fourni,2011-04-06T00:00:00,Déversement de substance,Fermé,Enbridge Pipelines Inc.,Hardisty,Alberta,Liquides de gaz naturel,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2011-058,45.3,-62.98333,Non fourni,2011-04-05T00:00:00,"Exploitation au-delà des tolérances de fabrication,Déversement de substance",Fermé,Maritimes & Northeast Pipeline Management Ltd.,Burnside,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2011-056,45.3,-62.98333,Non fourni,2011-04-03T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Burnside,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2011-055,48.87166,-80.893589,Non fourni,2011-04-01T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Tunis,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Ingénierie et planification
INC2011-054,54.868241,-118.809763,Sans objet,2011-04-01T00:00:00,Décès,Fermé,NOVA Gas Transmission Ltd.,Grande Prairie,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2011-053,49.29513,-88.10109,1000.0000,2011-03-31T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Nipigon,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,"Entretien,Normes et procédures"
INC2011-048,49.9746,-103.6528,170.0000,2011-03-24T00:00:00,Déversement de substance,Fermé,Alliance Pipeline Ltd.,Regina,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défectuosité et détérioration,Entretien
INC2011-046,58.85595,-121.78287,Non fourni,2011-03-21T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2011-045,49.48823,-91.98782,Non fourni,2011-03-18T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Ignace,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2011-044,49.48823,-91.98782,Non fourni,2011-03-17T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Ignace,Ontario,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Corrosion et fissuration,Ingénierie et planification
INC2011-042,51.18869,-112.93903,Non fourni,2011-03-13T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Rosebud,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défectuosité et détérioration,Entretien
INC2011-038,50.66255,-120.41416,11.0000,2011-03-07T00:00:00,Déversement de substance,Fermé,Trans Mountain Pipeline ULC,Kamloops,Colombie-Britannique,Huile usée,Liquide,Exploitation,No,Non disponible,Corrosion et fissuration,Entretien
INC2011-036,52.36527,-113.08174,Non fourni,2011-03-02T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Hanna,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2011-035,57.25289,-111.05669,Sans objet,2011-03-02T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Erreur d’exploitation,"Facteurs humains,Supervision insuffisante"
INC2011-032,45.3,-62.983333,3.0000,2011-02-23T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Burnside,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2011-030,58.44721,-119.22429,Non fourni,2011-02-20T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Ingénierie et planification
INC2011-029,49.58894444,-87.9718889,2790000.0000,2011-02-20T00:00:00,"Incendie,Déversement de substance",Fermé,TransCanada PipeLines Limited,Beardmore,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Corrosion et fissuration,Entretien
INC2011-027,45.887,-66.551169,Non fourni,2011-02-18T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2011-026,46.37977,-79.46897,Non fourni,2011-02-14T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,North Bay,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Corrosion et fissuration,Normes et procédures
INC2011-019,52.29334,-111.09092,Sans objet,2011-02-08T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Neutral Hills,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,"Entretien,Normes et procédures"
INC2011-018,46.11307222,-64.7157694,Non fourni,2011-02-07T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Moncton,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Autres causes,Entretien
INC2011-017,45.88657778,-66.5511694,Non fourni,2011-02-04T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2011-016,49.017155,-107.831853,2.0000,2011-02-03T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines (Saskatchewan) Ltd.,Monchy,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2011-014,52.29321,-111.09081,Sans objet,2011-02-02T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Neutral Hills,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Ingénierie et planification
INC2011-013,56.14642,-120.66907,37.0000,2011-02-02T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Propane,Gaz,Entretien,Yes,Pompage,Erreur d’exploitation,Facteurs humains
INC2011-012,43.69257,-79.61074,Sans objet,2011-01-31T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Trans-Northern Pipelines Inc.,Toronto,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
INC2011-011,55.57555,-113.87749,Non fourni,2011-01-31T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Slave Lake,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2011-008,43.96,-78.81941,1000.0000,2011-01-21T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Bowmanville,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2011-007,56.14641,-120.66907,4.2000,2011-01-20T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Propane,Gaz,Exploitation,No,Non disponible,"Corrosion et fissuration,Défaillance d’équipement,Interférences extérieures","Entretien,Forces de la nature ou environnement,Outils et équipement"
INC2011-004,46.84822454,-79.8090245,192.0000,2011-01-13T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Marten River,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2011-003,54.5224,-118.10037,Sans objet,2011-01-09T00:00:00,Incendie,Fermé,Alliance Pipeline Ltd.,Grande Prairie,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Entretien,Normes et procédures"
INC2010-177,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-176,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-175,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-174,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-173,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-172,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-171,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-170,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-169,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-168,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-167,53.547403,-113.355714,Sans objet,2010-11-11T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Facteurs humains
INC2010-165,56.14652,-120.66907,Sans objet,2010-12-30T00:00:00,Blessure grave (Office ou BST),Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,À déterminer,À déterminer
INC2010-164,54.65256,-114.52778,Non fourni,2010-12-22T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Jarvie,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-159,54.50731,-116.44281,Non fourni,2010-12-17T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Fox Creek,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défectuosité et détérioration,Entretien
INC2010-158,52.65486,-111.26462,Sans objet,2010-12-17T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,"Défaillance d’équipement,Interférences extérieures",Ingénierie et planification
INC2010-157,44.663897,-63.568182,1.0000,2010-12-15T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Dartmouth,Nouvelle-Écosse,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2010-156,56.14630278,-120.6691694,Non fourni,2010-12-13T00:00:00,"Effets environnementaux négatifs,Déversement de substance",Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,Eau contaminée,Divers,Exploitation,No,Non disponible,Autres causes,Entretien
INC2010-155,49.70361,-87.41084,Non fourni,2010-12-13T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Jellicoe,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,No,Non disponible,Défaillance d’équipement,Entretien
INC2010-153,50.39316667,-104.4093611,2.8000,2010-12-10T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Regina,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défectuosité et détérioration,Ingénierie et planification
INC2010-151,59.20186,-121.596498,Sans objet,2010-12-08T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
INC2010-150,45.71830278,-79.4368138,Non fourni,2010-12-06T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Sundridge,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2010-149,52.63944722,-111.2781389,Sans objet,2010-12-03T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Hardisty,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
INC2010-148,50.605125,-108.7085556,Non fourni,2010-12-03T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Cabri,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2010-147,45.886624,-66.551134,0.5000,2010-12-01T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Lincoln,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2010-145,51.93893056,-112.0749444,Non fourni,2010-12-01T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Hanna,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,"Défectuosité et détérioration,Défaillance d’équipement",Entretien
INC2010-143,49.55266,-108.3695,Non fourni,2010-11-30T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines Ltd.,Shaunavon,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2010-141,49.98,-109.12,Non fourni,2010-11-27T00:00:00,Déversement de substance,Fermé,Foothills Pipe Lines (Saskatchewan) Ltd.,Piapot,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Normes et procédures
INC2010-139,53.54769,-113.35921,Sans objet,2010-11-24T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Edmonton,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Défaillance d’équipement,Ingénierie et planification
INC2010-137,50.33177,-103.60955,Non fourni,2010-11-22T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Kendal,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-135,54.86820278,-120.6479722,Non fourni,2010-11-22T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Tumbler Ridge,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-134,55.39952,-122.09349,Sans objet,2010-11-22T00:00:00,Effets environnementaux négatifs,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Not specified,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Défaillance d’équipement,Ingénierie et planification
INC2010-131,45.27811111,-66.0088056,2.8000,2010-11-20T00:00:00,Déversement de substance,Fermé,Maritimes & Northeast Pipeline Management Ltd.,Saint John,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,Défaillance d’équipement,Entretien
INC2010-130,49.68026111,-87.5951138,Non fourni,2010-11-19T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Jellicoe,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Entretien
INC2010-129,43.11360833,-79.463075,Non fourni,2010-11-19T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Lincoln,Ontario,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Entretien
INC2010-128,54.67993889,-118.9943333,1.0000,2010-11-17T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grovedale,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
INC2010-127,50.01944722,-99.3645055,Sans objet,2010-11-15T00:00:00,Incendie,Fermé,TransCanada Keystone Pipeline GP Ltd.,Portage La Prairie,Manitoba,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,Défaillance d’équipement,Ingénierie et planification
INC2010-124,55.82576,-119.73576,Sans objet,2010-11-05T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Gordondale,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Interférences extérieures,Ingénierie et planification
INC2010-123,58.65305556,-122.6848278,Sans objet,2010-11-05T00:00:00,Blessure grave (Office ou BST),Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,"Facteurs humains,Normes et procédures"
INC2010-122,50.33116111,-103.6093333,Non fourni,2010-11-02T00:00:00,Déversement de substance,Fermé,TransCanada PipeLines Limited,Kendal,Saskatchewan,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Entretien
